lon,lat,elev_m,distance_to_next_m,segment_id,segment_type,speed_limit_mph
-3.149352,55.954996,95.1,11.384261211512403,6,secondary,40
-3.14917,55.955006,95.1,12.078163536215891,6,secondary,40
-3.14898,55.955028,95.1,2.6730323247346894,6,secondary,40
-3.148938,55.955033,95.1,9.879843233930558,6,secondary,40
-3.148781,55.955046,95.1,13.492268374863489,6,secondary,40
-3.148565,55.955056,95.1,8.430420524627785,6,secondary,40
-3.14843,55.955062,95.1,24.777873828793858,6,secondary,40
-3.148033,55.955078,95.1,8.415736887610743,6,secondary,40
-3.147898,55.955082,95.1,23.07842755517819,6,secondary,40
-3.147528,55.955095,95.1,24.625572665570733,6,secondary,40
-3.147133,55.955107,95.1,12.333843362510152,6,secondary,40
-3.146935,55.955111,95.1,15.635043318878672,6,secondary,40
-3.146684,55.955116,95.1,31.75143484314499,6,secondary,40
-3.146174,55.95512,95.1,5.665987194236675,6,secondary,40
-3.146083,55.955119,95.1,7.532444215415926,7,secondary,40
-3.145962,55.955119,95.1,13.63491561161906,7,secondary,40
-3.145743,55.955117,95.1,17.43186941960996,7,secondary,40
-3.145463,55.955115,95.1,18.447938667924635,7,secondary,40
-3.145167,55.955107,95.1,17.62036834133926,7,secondary,40
-3.144884,55.955104,95.1,14.13155712594494,7,secondary,40
-3.144657,55.955105,95.1,7.0379482270705775,7,secondary,40
-3.144544,55.955107,95.1,7.100168672938518,7,secondary,40
-3.14443,55.955109,95.1,15.412927898033395,7,secondary,40
-3.144185,55.955129,95.1,7.958196365102987,7,secondary,40
-3.14406,55.955144,95.1,7.935633496264169,7,secondary,40
-3.143935,55.955158,95.1,3.305117523003696,7,secondary,40
-3.143883,55.955164,95.1,32.1485710403181,7,secondary,40
-3.143376,55.955219,95.1,12.627260611881722,7,secondary,40
-3.143177,55.955241,95.1,10.342494145624505,7,secondary,40
-3.143014,55.955259,95.1,17.873355887175926,7,secondary,40
-3.142733,55.955292,95.1,21.094945952798486,7,secondary,40
-3.142401,55.95533,95.1,11.226000008954301,7,secondary,40
-3.142225,55.955352,95.1,7.303374489000969,7,secondary,40
-3.14211,55.955365,95.1,10.887346439030003,7,secondary,40
-3.14194,55.955388,95.1,14.06976673699617,7,secondary,40
-3.14172,55.955417,95.1,17.94474133810637,7,secondary,40
-3.141439,55.955453,95.1,35.43555745269272,7,secondary,40
-3.140894,55.955545,95.1,0.8994397749401172,7,secondary,40
-3.14088,55.955547,95.1,36.50789297298736,7,secondary,40
-3.140316,55.955637,95.1,9.00505847484429,7,secondary,40
-3.140179,55.955663,95.1,33.09331958644775,7,secondary,40
-3.139669,55.955747,95.1,11.301412923945923,7,secondary,40
-3.139495,55.955776,95.1,17.38575237227984,7,secondary,40
-3.139227,55.95582,95.1,43.316662586353125,7,secondary,40
-3.138554,55.955919,95.1,24.87765364220831,8,secondary,40
-3.138169,55.955979,95.1,7.82295875289169,8,secondary,40
-3.138048,55.955998,95.1,50.71539721825062,8,secondary,40
-3.137262,55.956118,95.1,12.712649367855606,8,secondary,40
-3.137064,55.956146,95.1,10.935508378061424,8,secondary,40
-3.136892,55.956166,95.1,18.257646733003284,8,secondary,40
-3.136603,55.956194,95.1,62.31240827660351,8,secondary,40
-3.135611,55.956269,95.1,11.531413913025311,8,secondary,40
-3.135427,55.956281,95.1,68.43277619811367,8,secondary,40
-3.134337,55.956361,95.1,13.516497867475563,8,secondary,40
-3.134122,55.956378,95.1,50.39788219366187,8,secondary,40
-3.13332,55.95644,95.1,31.724300227791787,8,secondary,40
-3.132814,55.956474,95.1,31.81439575782387,8,secondary,40
-3.132309,55.956518,95.1,84.4615608758593,8,secondary,40
-3.130983,55.956679,95.1,8.578147062505968,8,secondary,40
-3.130849,55.956697,95.1,74.72930648935436,8,secondary,40
-3.129676,55.95684,95.1,13.364559791912843,8,secondary,40
-3.129466,55.956865,95.1,16.692823237196464,8,secondary,40
-3.129204,55.956897,95.1,13.708003605403071,8,secondary,40
-3.128988,55.956921,95.1,13.953731612369342,8,secondary,40
-3.128767,55.956942,95.1,80.77792267884169,8,secondary,40
-3.1275,55.957099,95.1,48.3522586230978,8,secondary,40
-3.126742,55.957194,95.1,32.36487763203197,8,secondary,40
-3.126234,55.957256,95.1,9.423753888507264,8,secondary,40
-3.126085,55.957271,95.1,9.571501728009107,8,secondary,40
-3.125933,55.957284,95.1,19.37289923742034,8,secondary,40
-3.125625,55.957309,95.1,23.906146866349875,8,secondary,40
-3.125247,55.957347,95.1,21.602739633025468,8,secondary,40
-3.124905,55.95738,95.1,5.874923851520716,8,secondary,40
-3.124812,55.957389,95.1,8.852661281962238,8,secondary,40
-3.124672,55.957403,100.82,2.529331225012385,9,urban,20
-3.124632,55.957407,106.54,15.482468314082578,9,urban,20
-3.124387,55.957431,112.25999999999999,28.336782516650207,9,urban,20
-3.123938,55.957473,117.97999999999999,15.515749014536727,9,urban,20
-3.12369,55.957487,123.7,3.315955087258316,9,urban,20
-3.123637,55.95749,123.7,23.693300634605038,10,secondary,40
-3.123259,55.957515,123.7,7.607239955737753,10,secondary,40
-3.123137,55.957511,123.7,7.676634290026242,10,secondary,40
-3.123014,55.957506,123.7,6.544522438880223,10,secondary,40
-3.122909,55.957509,123.7,6.8331232442641445,10,secondary,40
-3.122801,55.957498,123.7,9.343638180373459,10,secondary,40
-3.122654,55.957481,123.7,4.2295318007975995,10,secondary,40
-3.122657,55.957443,123.7,7.2287423660121055,10,secondary,40
-3.122655,55.957378,123.7,5.8936598488974825,10,secondary,40
-3.122654,55.957325,123.7,4.469089968471771,10,secondary,40
-3.122661,55.957285,123.7,0.6700671986913067,10,secondary,40
-3.122662,55.957279,123.7,6.965656627953317,10,secondary,40
-3.122678,55.957217,123.7,7.204076471867933,10,secondary,40
-3.122705,55.957154,123.7,35.708908381501786,10,secondary,40
-3.122848,55.956843,123.7,27.553629135013647,10,secondary,40
-3.123041,55.95662,123.7,25.412899796905425,10,secondary,40
-3.123122,55.956396,123.7,31.36351506743004,10,secondary,40
-3.123196,55.956117,123.7,28.00925016462124,10,secondary,40
-3.123264,55.955868,123.7,30.223816978291353,10,secondary,40
-3.123345,55.9556,123.7,10.526211495782542,10,secondary,40
-3.123365,55.955506,123.7,9.713136119915537,10,secondary,40
-3.123379,55.955419,123.7,9.835714713562279,10,secondary,40
-3.123395,55.955331,123.7,9.690168670472174,10,secondary,40
-3.123404,55.955244,123.7,14.45587662236564,10,secondary,40
-3.123406,55.955114,123.7,9.343692406455261,10,secondary,40
-3.123402,55.95503,123.7,10.578365264211794,10,secondary,40
-3.123393,55.954935,123.7,16.17617590959133,10,secondary,40
-3.123372,55.95479,123.7,3.6020767676718903,10,secondary,40
-3.123363,55.954758,123.7,9.998473827311141,10,secondary,40
-3.12333,55.95467,123.7,11.517066808297647,10,secondary,40
-3.123289,55.954569,123.7,19.039696348412882,11,secondary,40
-3.123214,55.954403,123.7,20.46892642994123,11,secondary,40
-3.123112,55.954228,123.7,12.607771662002506,11,secondary,40
-3.123045,55.954121,123.7,28.64998263689767,11,secondary,40
-3.122892,55.953878,123.7,22.22161313178911,11,secondary,40
-3.122757,55.953693,123.7,29.699763852161354,11,secondary,40
-3.122567,55.953448,123.7,49.90846676283445,11,secondary,40
-3.122266,55.953032,123.7,35.793249271926655,11,secondary,40
-3.122067,55.95273,123.7,4.317887341429876,11,secondary,40
-3.122041,55.952694,123.7,41.86796988913227,11,secondary,40
-3.121807,55.952341,123.7,18.584542990011872,11,secondary,40
-3.121691,55.952187,123.7,8.834572744807756,11,secondary,40
-3.121631,55.952115,123.7,10.34309063498709,11,secondary,40
-3.121556,55.952032,123.7,11.663886152206913,11,secondary,40
-3.121466,55.95194,123.7,5.605665201831033,11,secondary,40
-3.121419,55.951897,123.7,5.323982259676552,11,secondary,40
-3.121372,55.951857,123.7,4.942724167062247,11,secondary,40
-3.121328,55.95182,123.7,9.84390491040013,11,secondary,40
-3.121236,55.951748,123.7,9.44824164561598,11,secondary,40
-3.121145,55.95168,123.7,6.23189213486716,11,secondary,40
-3.121083,55.951636,123.7,8.003635470535723,11,secondary,40
-3.120998,55.951582,123.7,8.959076206046191,11,secondary,40
-3.1209,55.951523,123.7,23.416629205134345,11,secondary,40
-3.120636,55.951373,123.7,15.692200967408953,11,secondary,40
-3.120448,55.951279,123.7,30.80372060182935,11,secondary,40
-3.120063,55.951105,123.7,56.213618435659335,11,secondary,40
-3.119364,55.950785,123.7,29.340852497497487,11,secondary,40
-3.118992,55.950623,123.7,15.589807947714691,11,secondary,40
-3.1188,55.950533,123.7,15.200723226742797,11,secondary,40
-3.118606,55.95045,123.7,9.911561563985636,11,secondary,40
-3.118478,55.950397,123.7,10.541001910519073,12,secondary,40
-3.118332,55.950349,123.7,14.88575458234678,12,secondary,40
-3.118122,55.950285,123.7,8.11509555695343,12,secondary,40
-3.118004,55.950254,123.7,10.596620342282574,12,secondary,40
-3.117845,55.95022,123.7,7.048123113602446,12,secondary,40
-3.117737,55.950201,123.7,8.004043962013872,12,secondary,40
-3.117613,55.950182,123.7,12.363137889709595,12,secondary,40
-3.117418,55.950161,123.7,10.173933803454657,12,secondary,40
-3.117256,55.950149,123.7,13.266311781279457,12,secondary,40
-3.117044,55.950137,123.7,8.059154105377809,12,secondary,40
-3.116915,55.950131,123.7,8.866005559631407,12,secondary,40
-3.116773,55.950125,123.7,26.1726816353114,12,secondary,40
-3.116353,55.950115,123.7,30.631950836834804,12,secondary,40
-3.115861,55.950114,123.7,23.16299412172083,12,secondary,40
-3.115489,55.950111,123.7,25.4644432684444,12,secondary,40
-3.11508,55.95011,123.7,24.159052057657465,12,secondary,40
-3.114692,55.950107,123.7,33.6424564484921,12,secondary,40
-3.114152,55.950118,123.7,31.453706477394167,12,secondary,40
-3.113647,55.95011,123.7,27.693567627248196,12,secondary,40
-3.113203,55.950095,123.7,21.915651420853067,12,secondary,40
-3.112853,55.950074,123.7,15.728140525376915,12,secondary,40
-3.112602,55.950058,123.7,25.295986196095868,12,secondary,40
-3.1122,55.950025,123.7,32.76482951388981,12,secondary,40
-3.111682,55.949973,123.7,8.304328679146588,12,secondary,40
-3.111554,55.949952,123.7,5.560975521796588,12,secondary,40
-3.11147,55.949935,123.7,7.602948268351683,12,secondary,40
-3.111355,55.949912,123.7,7.614442272031174,12,secondary,40
-3.111237,55.949894,123.7,14.097565609631028,12,secondary,40
-3.111017,55.949864,123.7,13.943242892114304,12,secondary,40
-3.1108,55.949833,123.7,12.530650383389263,12,secondary,40
-3.110606,55.949803,123.7,18.4961108922231,13,secondary,40
-3.11032,55.949758,123.7,12.334975269195697,13,secondary,40
-3.110132,55.949723,123.7,10.093030141460002,13,secondary,40
-3.109979,55.949693,123.7,16.93338764345427,13,secondary,40
-3.109712,55.949664,123.7,7.038399753213144,13,secondary,40
-3.109606,55.949642,123.7,11.611278200464534,13,secondary,40
-3.109433,55.949603,123.7,21.13540817954099,13,secondary,40
-3.109116,55.949535,123.7,18.11153285470816,13,secondary,40
-3.108847,55.949473,123.7,27.76908025144604,13,secondary,40
-3.108444,55.949366,123.7,39.75426471334085,13,secondary,40
-3.107873,55.949206,123.7,44.49219799023789,13,secondary,40
-3.107249,55.949011,123.7,30.97976520243367,13,secondary,40
-3.106832,55.948859,123.7,23.01888413004621,13,secondary,40
-3.106527,55.948742,123.7,17.548790226090215,13,secondary,40
-3.106315,55.948638,123.7,21.20941797859786,13,secondary,40
-3.106033,55.948531,123.7,42.00354103792052,13,secondary,40
-3.105502,55.948298,123.7,17.885690325569442,13,secondary,40
-3.105277,55.948198,123.7,17.056558792998636,13,secondary,40
-3.105074,55.948095,123.7,9.590349644465915,13,secondary,40
-3.10496,55.948037,123.7,9.683607648513323,13,secondary,40
-3.104849,55.947976,123.7,14.763489370950484,13,secondary,40
-3.104691,55.947877,123.7,15.068733913753002,13,secondary,40
-3.104538,55.947772,123.7,17.64366539397974,13,secondary,40
-3.104373,55.947643,123.7,16.246319438853675,13,secondary,40
-3.104235,55.947519,123.7,17.653738612814625,13,secondary,40
-3.104098,55.94738,123.7,10.001252928023007,13,secondary,40
-3.104032,55.947298,123.7,9.874304170231415,13,secondary,40
-3.103967,55.947217,123.7,12.106398109964356,13,secondary,40
-3.103899,55.947115,123.7,7.730178742616417,13,secondary,40
-3.10386,55.947049,123.7,7.424681763983655,13,secondary,40
-3.103826,55.946985,123.7,4.140600258854643,14,secondary,40
-3.103809,55.946949,123.7,3.649143943384537,14,secondary,40
-3.103796,55.946917,123.7,8.235429807455436,14,secondary,40
-3.103765,55.946845,123.7,13.113827289428912,14,secondary,40
-3.103727,55.946729,123.7,12.676994728816362,14,secondary,40
-3.1037,55.946616,123.7,11.059071605762727,14,secondary,40
-3.103683,55.946517,123.7,10.816238760909556,14,secondary,40
-3.10367,55.94642,123.7,44.87730479179232,14,secondary,40
-3.103631,55.946017,123.7,51.56286596669455,14,secondary,40
-3.103585,55.945554,123.7,6.050838560448691,14,secondary,40
-3.103573,55.9455,123.7,5.9486634900168385,14,secondary,40
-3.10356,55.945447,123.7,6.076734642813249,14,secondary,40
-3.103545,55.945393,123.7,3.831561776909783,14,secondary,40
-3.103535,55.945359,123.7,3.612309118717538,14,secondary,40
-3.103525,55.945327,123.7,18.494785120247315,14,secondary,40
-3.103393,55.945178,123.7,14.242913439719967,14,secondary,40
-3.103313,55.945058,123.7,25.52520530830656,14,secondary,40
-3.103115,55.944857,123.7,31.24816456542138,14,secondary,40
-3.102908,55.944601,123.7,6.557205328612427,14,secondary,40
-3.102875,55.944545,123.7,6.283402582472745,14,secondary,40
-3.10284,55.944492,123.7,11.267272427217057,14,secondary,40
-3.102794,55.944394,123.7,7.695695597369253,14,secondary,40
-3.102771,55.944326,123.7,4.482964460557678,14,secondary,40
-3.102762,55.944286,123.7,4.91787183231118,14,secondary,40
-3.102754,55.944242,123.7,13.799555447038866,14,secondary,40
-3.102745,55.944118,123.7,20.494045692553875,14,secondary,40
-3.102764,55.943934,123.7,12.134961958674284,14,secondary,40
-3.102792,55.943826,123.7,22.61106204771654,14,secondary,40
-3.102847,55.943625,123.7,18.54052309207503,14,secondary,40
-3.102875,55.943459,123.7,19.794264171621634,14,secondary,40
-3.102879,55.943281,123.7,13.010402514301992,15,secondary,40
-3.102877,55.943164,123.7,14.071455668156439,15,secondary,40
-3.102856,55.943038,123.7,21.888060112494365,15,secondary,40
-3.102808,55.942843,123.7,63.63675800154962,15,secondary,40
-3.102615,55.942281,123.7,80.73663346839551,15,secondary,40
-3.10237,55.941568,123.7,36.37855958251171,15,secondary,40
-3.102289,55.941244,123.7,21.487124419326765,15,secondary,40
-3.10225,55.941052,123.7,20.74076997049607,15,secondary,40
-3.102225,55.940866,123.7,11.834111079961355,15,secondary,40
-3.102208,55.94076,123.7,6.241257894493202,15,secondary,40
-3.102188,55.940705,123.7,5.990532559241852,15,secondary,40
-3.102157,55.940654,123.7,7.1347752264609285,15,secondary,40
-3.102108,55.940596,123.7,9.172962619653061,15,secondary,40
-3.102033,55.940525,123.7,4.459079933838295,15,secondary,40
-3.101972,55.940504,123.7,4.935572507800769,15,secondary,40
-3.101912,55.940475,123.7,5.980983304087218,15,secondary,40
-3.101852,55.940433,123.7,6.891245393792486,15,secondary,40
-3.101801,55.940378,123.7,6.895799200509676,15,secondary,40
-3.101773,55.940318,123.7,6.898584342701977,15,secondary,40
-3.101769,55.940256,123.7,2.6867823810520957,15,secondary,40
-3.101774,55.940232,123.7,6.2190054668706995,15,secondary,40
