lon,lat,elev_m,distance_to_next_m,cumulative_distance_km,speed_limit_mph
-3.604867,55.890329,151.0,393.6860940018485,30.144739792521598,70.0
-3.609298,55.887807,163.0,998.2478553927568,31.142987647914357,70.0
-3.620541,55.881417,160.0,157.5379303154337,31.30052557822979,70.0
-3.62241,55.880464,161.5,124.82366150853112,31.42534923973832,70.0
-3.624034,55.879808,161.2,122.39240996370503,31.547741649702026,70.0
-3.625686,55.879214,161.1,119.62886520062943,31.667370514902654,70.0
-3.627366,55.878695,161.0,42.94778765924681,31.7103183025619,70.0
-3.627986,55.878527,160.8,110.16772800414113,31.82048603056604,70.0
-3.629605,55.878131,159.8,106.51144715892116,31.926997477724964,70.0
-3.63121,55.877804,159.7,117.68744619884598,32.04468492392381,70.0
-3.633023,55.877511,157.6,92.23197705903297,32.13691690098284,70.0
-3.634466,55.87733,155.8,53.28231215883307,32.190199213141675,70.0
-3.635305,55.87724,155.6,335.5525504756408,32.525751763617315,70.0
-3.64064,55.876853,155.5,91.33885000753105,32.617090613624846,70.0
-3.64208,55.876704,157.0,79.80660993367427,32.69689722355852,70.0
-3.643323,55.876534,157.0,77.0303919951944,32.77392761555372,70.0
-3.644515,55.876353,160.0,79.50368255121145,32.85343129810493,70.0
-3.645723,55.876125,159.4,49.857296536013656,32.90328859464094,70.0
-3.646471,55.875967,159.3,94.38238531733637,32.99767097995828,70.0
-3.647868,55.875641,159.2,196.61883303748112,33.19428981299576,70.0
-3.650626,55.874785,156.0,41.457286123289144,33.23574709911905,70.0
-3.651188,55.874586,156.0,78.05172114671167,33.31379882026576,70.0
-3.65224,55.874206,156.0,48.07426028777032,33.36187308055353,70.0
-3.65287,55.873957,155.0,166.7418700674449,33.52861495062098,70.0
-3.655072,55.873107,156.0,189.00010982994618,33.717615060450925,70.0
-3.657652,55.872216,155.5,40.12013957394415,33.75773520002487,70.0
-3.658223,55.87205,155.8,83.41422746829473,33.841149427493164,70.0
-3.659434,55.871732,155.6,166.59436687306854,34.00774379436623,70.0
-3.661929,55.871198,160.0,77.05367502361545,34.08479746938984,70.0
-3.663111,55.870997,159.0,76.62763266936894,34.16142510205921,70.0
-3.664299,55.870822,158.7,87.55999279472051,34.24898509485393,70.0
-3.665669,55.870651,158.9,95.92158159934584,34.34490667645328,70.0
-3.667187,55.870514,159.3,110.39505222641147,34.455301728679686,70.0
-3.668946,55.870406,159.8,104.48029419084948,34.559782022870536,70.0
-3.67062,55.870379,159.8,912.8888825524674,35.47267090542301,70.0
-3.685252,55.870447,163.0,38.61862526038825,35.5112895306834,70.0
-3.685871,55.870445,163.0,551.7111919961352,36.063000722679526,70.0
-3.694714,55.870484,161.0,456.99239440593277,36.51999311708546,70.0
-3.702039,55.870499,167.0,230.0364004559803,36.75002951754144,70.0
-3.705725,55.870446,166.0,230.49563140685916,36.9805251489483,70.0
-3.709415,55.870343,165.0,165.41259198035326,37.14593774092866,70.0
-3.712058,55.870225,167.0,136.73155519708615,37.28266929612575,70.0
-3.714241,55.870116,167.0,171.89058923558025,37.454559885361334,70.0
-3.716981,55.869954,169.0,240.30852325851765,37.69486840861985,70.0
-3.720796,55.869656,165.0,160.40159219284521,37.855270000812695,70.0
-3.723338,55.86944,169.0,268.32957737905866,38.12359957819175,70.0
-3.727571,55.869013,167.0,197.68505916541224,38.32128463735717,70.0
-3.730669,55.86864,165.0,201.7040913238882,38.52298872868106,70.0
-3.733817,55.868227,167.0,156.02666500150661,38.67901539368256,70.0
-3.736241,55.867882,168.0,107.7430963760148,38.786758490058574,70.0
-3.737907,55.867627,169.0,144.20750726929012,38.93096599732786,70.0
-3.740129,55.86727,170.0,145.46682662882637,39.07643282395669,70.0
-3.742355,55.866881,171.0,217.53050579167888,39.293963329748365,70.0
-3.745667,55.86627,171.7,241.11276923325156,39.53507609898162,70.0
-3.749307,55.865542,174.0,169.15258602142495,39.704228685003045,70.0
-3.751838,55.864997,175.0,198.15798324176185,39.90238666824481,70.0
-3.754772,55.864315,180.5,148.1048949163156,40.050491563161124,70.0
-3.756948,55.863783,180.5,703.8728153667015,40.754364378527825,70.0
-3.767205,55.861149,192.0,187.8803950680463,40.94224477359587,70.0
-3.769972,55.860483,194.0,169.2689297737597,41.11151370336963,70.0
-3.77249,55.859917,201.0,168.74789814018294,41.28026160150981,70.0
-3.775013,55.859371,203.0,168.8862818480423,41.44914788335785,70.0
-3.777557,55.858853,211.0,166.96195245976946,41.616109835817625,70.0
-3.780092,55.858373,219.0,243.52482297605727,41.85963465879368,70.0
-3.783815,55.857717,220.0,321.10821584138176,42.180742874635065,70.0
-3.78877,55.856939,229.0,35.982791287410386,42.216725665922475,70.0
-3.78933,55.856862,229.0,355.8779153031645,42.572603581225636,70.0
-3.794879,55.856125,233.0,300.4964961184811,42.87310007734412,70.0
-3.799611,55.855626,237.0,316.69704633598275,43.1897971236801,70.0
-3.804621,55.855174,242.0,149.36050861215534,43.339157632292256,70.0
-3.806996,55.855009,242.8,134.1764024004781,43.47333403469273,70.0
-3.809142,55.854937,242.8,379.4277438061926,43.85276177849893,70.0
-3.815215,55.855093,250.0,357.7208558607219,44.21048263435965,70.0
-3.820938,55.855269,251.5,134.18333875633414,44.34466597311598,70.0
-3.823087,55.855233,250.8,118.36389949503949,44.46302987261102,70.0
-3.82496,55.855066,255.9,100.57795422765545,44.56360782683868,70.0
-3.826519,55.854837,255.9,162.08438516131736,44.72569221199999,70.0
-3.828924,55.854287,258.5,118.21502788042878,44.84390723988042,70.0
-3.830572,55.853763,259.8,128.05862922998506,44.971965869110406,70.0
-3.832293,55.853136,259.8,311.51381873576383,45.283479687846174,70.0
-3.836546,55.85167,256.0,155.45596669325712,45.43893565453943,70.0
-3.838707,55.850975,256.0,155.79002788883764,45.59472568242827,70.0
-3.840898,55.850304,253.0,282.5306758783283,45.877256358306596,70.0
-3.844899,55.849116,251.0,68.24675345317794,45.94550311175977,70.0
-3.845886,55.848852,251.1,141.35468696041525,46.08685779872019,70.0
-3.847974,55.84836,249.8,100.74671842248222,46.18760451714267,70.0
-3.849495,55.848057,248.2,77.48489279564517,46.26508940993831,70.0
-3.850678,55.847846,247.7,63.10656143069678,46.328195971369006,70.0
-3.851652,55.847694,247.0,89.29995419129416,46.4174959255603,70.0
-3.853037,55.847493,244.7,89.42571249517324,46.50692163805548,70.0
-3.854436,55.84732,244.4,77.6332588234775,46.584554896878956,70.0
-3.855654,55.847179,244.6,134.4937481344267,46.71904864501338,70.0
-3.857777,55.846973,243.8,1658.0091973995823,48.37705784241297,70.0
-3.884113,55.845044,220.0,129.9216497784097,48.50697949219137,70.0
-3.886169,55.844863,220.1,181.82079206416364,48.688800284255535,70.0
-3.889031,55.84456,214.2,186.8428943115019,48.87564317856704,70.0
-3.891952,55.844194,206.2,198.09879439733822,49.07374197296437,70.0
-3.895025,55.84375,200.0,11.871159975971272,49.085613132940345,70.0
-3.895208,55.843721,200.0,150.27808054082817,49.23589121348117,70.0
-3.897518,55.843341,199.8,147.02146724211948,49.38291268072329,70.0
-3.899758,55.842933,200.0,155.30297991793338,49.53821566064123,70.0
-3.902103,55.842467,197.3,112.60061223586699,49.650816272877094,70.0
-3.903786,55.842103,196.0,169.43005113068895,49.820246324007776,70.0
-3.906294,55.841521,188.4,158.1579272410066,49.97840425124879,70.0
-3.908603,55.840936,185.0,419.5565314889217,50.39796078273771,70.0
-3.914692,55.83934,183.0,8.350956489439406,50.40631173922715,70.0
-3.914813,55.839308,183.0,304.7186050680979,50.71103034429525,70.0
-3.919232,55.838145,196.0,302.0398325171756,51.01307017681243,70.0
-3.923611,55.836991,182.0,388.0984205516822,51.401168597364105,70.0
-3.929239,55.83551,176.0,43.36082560286969,51.44452942296697,70.0
-3.929869,55.835346,176.0,74.95753831496019,51.519486961281935,70.0
-3.930956,55.83506,173.0,43.238414831297234,51.56272537611323,70.0
-3.931583,55.834895,175.0,351.0787573950564,51.913804133508286,70.0
-3.936672,55.833553,169.3,34.918860736923314,51.94872299424521,70.0
-3.937188,55.833432,168.9,68.42823290118133,52.01715122714639,70.0
-3.938218,55.833222,168.5,81.42677505307469,52.098578002199474,70.0
-3.939465,55.833008,166.0,82.93548165139693,52.181513483850864,70.0
-3.940756,55.832833,163.2,72.06279593566548,52.25357627978653,70.0
-3.941891,55.832716,161.9,109.74380854621968,52.36332008833275,70.0
-3.943637,55.832604,157.0,107.03951460362873,52.470359602936384,70.0
-3.945349,55.832557,152.4,135.5630859605568,52.60592268889694,70.0
-3.947519,55.832524,150.2,164.92676489563692,52.77084945379258,70.0
-3.95016,55.832524,145.4,91.9039197955563,52.862753373588134,70.0
-3.951631,55.832549,142.7,89.42606632467226,52.95217943991281,70.0
-3.95306,55.832601,141.3,100.04220291958825,53.0522216428324,70.0
-3.954655,55.832685,139.1,122.40345364173898,53.17462509647414,70.0
-3.956598,55.83283,136.6,90.1224897892009,53.26474758626335,70.0
-3.958021,55.832965,134.0,79.72397396172026,53.34447156022507,70.0
-3.959272,55.833108,131.4,84.38782523928235,53.42885938546435,70.0
-3.960589,55.833278,129.5,178.41303341065583,53.607272418875006,70.0
-3.963343,55.833705,126.0,31.924493183844756,53.63919691205886,70.0
-3.963835,55.833783,126.0,145.1174802794145,53.78431439233827,70.0
-3.966063,55.834154,124.0,97.0788130475208,53.881393205385784,70.0
-3.967575,55.834357,119.3,244.59512449917577,54.12598832988496,70.0
-3.971368,55.834906,112.0,355.7810697277774,54.48176939961274,70.0
-3.976891,55.835692,106.0,102.47040564895401,54.58423980526169,70.0
-3.978488,55.835904,105.0,329.9870689441392,54.91422687420583,70.0
-3.983608,55.836639,100.5,103.04052695094815,55.01726740115678,70.0
-3.985214,55.836852,99.2,65.24584049935447,55.08251324165613,70.0
-3.986239,55.836966,98.0,122.77653422837601,55.20528977588451,70.0
-3.988175,55.837159,95.3,124.4944232342159,55.32978419911872,70.0
-3.990152,55.837304,90.8,121.11694258834734,55.45090114170707,70.0
-3.992084,55.837401,86.6,141.7318911365956,55.592633032843665,70.0
-3.994351,55.837465,86.6,169.0201808063623,55.761653213650035,70.0
-3.997057,55.837426,86.0,157.45695414627124,55.919110167796305,70.0
-3.999577,55.837374,92.0,268.10718354882897,56.187217351345126,70.0
-4.003865,55.837249,93.0,48.424491855460765,56.23564184320059,70.0
-4.00464,55.837233,95.0,273.11536314631957,56.50875720634691,70.0
-4.009009,55.837116,90.0,287.30886987863033,56.796066076225536,70.0
-4.01361,55.837144,88.0,216.90179996135723,57.01296787618689,70.0
-4.017075,55.837282,77.5,111.93824372043062,57.12490611990732,70.0
-4.018861,55.837369,75.0,78.03665714497446,57.2029427770523,70.0
-4.020102,55.837452,70.0,267.73164244734727,57.47067441949965,70.0
-4.024332,55.837846,74.8,102.77272706571675,57.57344714656537,70.0
-4.025945,55.83803,74.8,284.9427630867,57.85838990965207,70.0
-4.030395,55.838598,69.0,195.30455274973022,58.0536944624018,70.0
-4.033442,55.838995,63.0,178.92913119043664,58.23262359359224,70.0
-4.036215,55.839401,63.0,136.07580904842442,58.36869940264066,70.0
-4.038306,55.839746,62.7,93.30550450267395,58.46200490714333,70.0
-4.039707,55.840038,61.9,118.86742987431892,58.58087233701765,70.0
-4.04146,55.840455,61.9,270.1750209316481,58.8510473579493,70.0
-4.045302,55.841573,61.0,244.49287443799062,59.09554023238729,70.0
-4.048731,55.842635,62.0,332.6715893281121,59.42821182171541,70.0
-4.053505,55.843964,51.0,137.17478360911196,59.56538660532451,70.0
-4.0555,55.844481,51.0,274.61695340361246,59.84000355872812,70.0
-4.05957,55.845418,40.5,146.48562607380583,59.98648918480193,70.0
-4.061783,55.845856,40.8,98.39183018725575,60.084881014989186,70.0
-4.063303,55.84609,41.3,113.06607834320252,60.19794709333239,70.0
-4.065074,55.846303,42.1,102.60817985176857,60.30055527318416,70.0
-4.066703,55.846426,43.0,93.54442330556975,60.394099696489725,70.0
-4.068197,55.846491,44.0,148.33989268639584,60.542439589176126,70.0
-4.070571,55.846549,49.6,87.49824525824712,60.62993783443437,70.0
-4.071965,55.846631,56.4,103.23014665055456,60.733167981084925,70.0
-4.073589,55.846806,58.6,42.97981322930226,60.77614779431423,70.0
-4.074255,55.846904,58.9,63.713306954678536,60.8398611012689,70.0
-4.075228,55.847077,59.0,96.58629662208376,60.93644739789098,70.0
-4.076665,55.847399,55.0,75.7307627684958,61.012178160659474,70.0
-4.077761,55.847691,51.5,64.3945025006526,61.07657266316013,70.0
-4.078662,55.847973,51.7,53.38793439988486,61.129960597560014,70.0
-4.079381,55.848233,51.3,93.65430648085007,61.223614904040865,70.0
-4.080575,55.848743,52.0,61.718338540237305,61.2853332425811,70.0
-4.081312,55.849113,53.6,245.4476869017397,61.53078092948284,70.0
-4.084067,55.850688,60.3,92.6999863156892,61.62348091579853,70.0
-4.085172,55.851245,64.0,33.809200986939054,61.65729011678547,70.0
-4.085592,55.851437,65.6,65.78353219708647,61.72307364898255,70.0
-4.086443,55.851786,66.3,101.30198365804516,61.824375632640596,70.0
-4.087795,55.85229,69.0,207.2143576631671,62.03158999030376,70.0
-4.090611,55.853277,66.7,80.05058744800199,62.11164057775176,70.0
-4.091664,55.853688,66.0,75.72681315127721,62.187367390903034,70.0
-4.092626,55.854103,66.4,103.00930563402393,62.29037669653706,70.0
-4.093885,55.854702,68.7,69.71985978906228,62.36009655632612,70.0
-4.094698,55.855132,70.0,104.13716101261488,62.464233717338736,70.0
-4.095862,55.855803,71.8,100.67151202890767,62.564905229367646,70.0
-4.096933,55.85648,75.0,213.49426616438313,62.77839949553202,70.0
-4.098976,55.85802,77.0,88.62019630286485,62.86701969183489,70.0
-4.099815,55.858663,75.3,89.7203559436699,62.95674004777855,70.0
-4.100754,55.859274,73.0,42.247926709887395,62.99898797448844,70.0
-4.101223,55.859548,73.0,80.65600325623333,63.07964397774468,70.0
-4.102192,55.860028,73.0,90.83996177503357,63.17048393951971,70.0
-4.103401,55.860483,74.0,82.12780862283853,63.252611748142556,70.0
-4.104539,55.860854,75.0,88.24439953749368,63.34085614768004,70.0
-4.10584,55.861165,74.0,73.55842428048919,63.414414571960535,70.0
-4.106956,55.861378,73.7,128.68890447611895,63.543103476436656,70.0
-4.108952,55.861669,73.7,218.18187845520586,63.76128535489187,70.0
-4.112372,55.862077,73.0,237.3805395947424,63.99866589448661,70.0
-4.116062,55.862596,75.0,116.3469011023547,64.11501279558897,70.0
-4.117854,55.862885,75.3,159.10262156374853,64.27411541715271,70.0
-4.120287,55.863313,77.8,112.92819302091169,64.38704361017362,70.0
-4.122004,55.863634,80.0,101.30917253063106,64.48835278270425,70.0
-4.123532,55.863942,82.4,56.74362237542219,64.54509640507966,70.0
-4.124376,55.864132,83.3,58.43925042830944,64.60353565550798,70.0
-4.125229,55.864349,83.7,49.047408456352166,64.65258306396433,70.0
-4.125925,55.864554,83.7,67.59667932143694,64.72017974328577,70.0
-4.126829,55.864889,84.1,28.078349820152127,64.74825809310592,70.0
-4.127191,55.865039,84.0,60.3893634971751,64.8086474566031,70.0
-4.127937,55.865385,85.0,139.1302601034465,64.94777771670654,70.0
-4.12956,55.866243,83.0,57.99079715490467,65.00576851386144,70.0
-4.130257,55.866588,82.7,63.92081829282968,65.06968933215427,70.0
-4.131047,55.866954,82.4,66.77884962280471,65.13646818177708,70.0
-4.131901,55.867316,82.5,63.15036612169187,65.19961854789877,70.0
-4.132742,55.867632,83.3,70.74139051677754,65.27035993841555,70.0
-4.133707,55.867966,84.0,118.20375604605653,65.38856369446161,70.0
-4.135377,55.868468,84.3,45.336617403837295,65.43390031186544,70.0
-4.136035,55.868641,85.0,37.839014275325006,65.47173932614076,70.0
-4.136594,55.868773,85.3,92.21216064402667,65.56395148678479,70.0
-4.13798,55.869061,85.3,129.5582593897453,65.69350974617453,70.0
-4.139988,55.869358,85.1,137.06870845010332,65.83057845462463,70.0
-4.142151,55.869574,85.0,124.52887490817645,65.95510732953281,40.0
-4.144137,55.869686,84.7,132.21723838554212,66.08732456791834,40.0
-4.146256,55.869704,84.2,114.23601424390911,66.20156058216226,40.0
-4.148087,55.869698,83.4,82.5597457811778,66.28412032794344,40.0
-4.149409,55.869665,82.5,82.63430813958162,66.36675463608302,40.0
-4.15073,55.869611,82.0,106.19394141186342,66.47294857749489,40.0
-4.152421,55.869502,81.3,115.1213822592673,66.58806995975415,40.0
-4.154247,55.869353,81.1,420.91251308020463,67.00898247283435,40.0
-4.160859,55.868601,79.0,209.38502033653515,67.21836749317089,40.0
-4.164143,55.868213,84.0,272.59511526680103,67.49096260843768,40.0
-4.16843,55.86774,73.7,63.64080179212048,67.5546034102298,40.0
-4.16944,55.86766,73.4,69.72077653095513,67.62432418676076,40.0
-4.170557,55.867678,72.8,44.62599131655983,67.66895017807731,40.0
-4.171265,55.867735,72.4,66.09237587231752,67.73504255394964,40.0
-4.172274,55.867916,73.3,48.29124228097048,67.78333379623061,40.0
-4.17297,55.868106,74.1,57.115065068912635,67.84044886129952,40.0
-4.173728,55.868394,75.3,62.20274360552777,67.90265160490505,40.0
-4.174458,55.868775,75.5,120.09900162205614,68.0227506065271,40.0
-4.175679,55.86961,76.4,84.6900634478168,68.10744066997492,40.0
-4.176563,55.870188,77.7,66.24595772276763,68.17368662769769,40.0
-4.17733,55.8706,78.4,50.02628157541014,68.2237129092731,40.0
-4.177966,55.870874,78.5,91.8374972504802,68.31555040652358,40.0
-4.179169,55.87135,78.0,94.4820925326466,68.41003249905624,40.0
-4.180357,55.871877,78.3,56.83266398184923,68.4668651630381,40.0
-4.181034,55.872219,78.3,106.95929463277322,68.57382445767087,40.0
-4.182259,55.872892,78.3,42.43752540990097,68.61626198308076,40.0
-4.182773,55.873142,78.2,38.732124450653274,68.65499410753142,40.0
-4.183267,55.873353,77.6,51.906349547928805,68.70690045707936,40.0
-4.183988,55.873586,77.3,47.56694063577633,68.75446739771515,40.0
-4.18469,55.873753,76.8,71.68873273656278,68.82615613045171,40.0
-4.185799,55.873922,76.4,53.40827990888352,68.87956441036059,40.0
-4.186653,55.873956,76.1,54.507583676003634,68.9340719940366,40.0
-4.187524,55.873917,75.0,48.894127742599146,68.9829661217792,40.0
-4.188293,55.873832,76.8,58.04818893800693,69.0410143107172,40.0
-4.189177,55.873669,77.6,59.7867116994221,69.10080102241662,40.0
-4.190039,55.873434,78.3,157.6007738722608,69.25840179628888,40.0
-4.192198,55.872698,78.0,74.15634510573008,69.3325581413946,40.0
-4.193234,55.872371,78.2,61.9244943655181,69.39448263576013,40.0
-4.194142,55.872146,75.8,118.29071142669262,69.51277334718681,40.0
-4.195904,55.871753,70.1,75.18568950543141,69.58795903669225,40.0
-4.196991,55.871461,68.4,55.79055176160021,69.64374958845386,40.0
-4.197783,55.871228,64.0,105.34005015719725,69.74908963861105,40.0
-4.199247,55.870756,63.6,156.7151015115646,69.90580474012262,40.0
-4.201359,55.869993,63.0,72.44996540793595,69.97825470553056,40.0
-4.202343,55.869647,64.2,45.215330993477906,70.02347003652405,40.0
-4.202973,55.869446,63.7,54.57588842766452,70.0780459249517,40.0
-4.20374,55.86921,62.8,102.60143852519393,70.1806473634769,40.0
-4.205207,55.868793,59.9,63.0568300857139,70.2437041935626,40.0
-4.206126,55.868557,59.5,207.17364407700774,70.45087783763961,40.0
-4.209196,55.867847,53.0,177.91398816369374,70.6287918258033,40.0
-4.211848,55.867259,46.3,55.136625915554035,70.68392845171886,40.0
-4.212688,55.867105,45.6,57.37242708747874,70.74130087880633,40.0
-4.213586,55.866994,45.5,53.19760824649374,70.79449848705283,40.0
-4.214426,55.866912,45.0,85.49005448440921,70.87998854153724,40.0
-4.215785,55.866814,44.0,106.08962867845372,70.98607817021569,30.0
-4.217475,55.866709,45.6,67.69404025390702,71.0537722104696,30.0
-4.218544,55.866605,46.1,210.15198801907647,71.26392419848868,30.0
-4.221796,55.866113,46.8,45.43301853931546,71.309357217028,30.0
-4.222514,55.866045,47.0,61.2243349860429,71.37058155201403,30.0
-4.223489,55.865983,48.1,71.92843280097765,71.44250998481502,30.0
-4.224641,55.865959,48.8,208.25613971080924,71.65076612452582,30.0
-4.227977,55.866019,49.0,95.05046979426288,71.74581659432009,30.0
-4.229493,55.866103,48.0,83.70961397285318,71.82952620829295,30.0
-4.230822,55.866206,48.0,72.41170126499254,71.90193790955793,30.0
-4.231962,55.866328,47.7,36.61846854711785,71.93855637810506,20.0
-4.232525,55.866421,47.6,47.203317096734594,71.98575969520179,20.0
-4.233219,55.86659,47.5,42.50331968174945,72.02826301488355,20.0
-4.233807,55.866783,47.0,25.668258061368185,72.05393127294492,20.0
-4.234154,55.866907,46.7,111.84330944173749,72.16577458238666,20.0
-4.235582,55.867515,45.7,32.99161018736811,72.19876619257403,20.0
-4.236025,55.867677,45.3,33.00965129238102,72.2317758438664,20.0
-4.236498,55.86781,45.0,5.262084818761692,72.23703792868517,20.0
-4.236576,55.867828,45.0,102.52048920191095,72.33955841788708,20.0
-4.238119,55.868145,46.0,43.912500654290014,72.38347091854136,20.0
-4.238729,55.868342,47.4,78.6681509095399,72.4621390694509,20.0
-4.239788,55.868726,47.2,39.78735712996047,72.50192642658087,20.0
-4.240352,55.868893,47.5,64.80575937738816,72.56673218595824,20.0
-4.241337,55.869078,47.7,185.91979837896787,72.7526519843372,20.0
-4.244239,55.869458,49.0,250.65730246323807,73.00330928680044,20.0
-4.248229,55.869722,44.0,33.23381101824946,73.0365430978187,20.0
-4.248746,55.86965,41.6,8.707162700852853,73.04525026051955,20.0
-4.248869,55.869613,41.7,13.916224372907378,73.05916648489246,20.0
-4.249042,55.869534,41.0,21.194544263628615,73.0803610291561,20.0
-4.2493,55.86941,39.0,32.62602963031094,73.1129870587864,20.0
-4.2497,55.869221,39.0,68.15818058422616,73.18114523937062,20.0
-4.250575,55.868854,33.0,32.69699759095363,73.21384223696158,20.0
-4.250253,55.868622,36.0,135.1247211332427,73.34896695809482,20.0
-4.248788,55.867727,41.0,86.88210885649619,73.43584906695132,20.0
-4.247851,55.867149,43.0,21.01655415287946,73.45686562110421,20.0
-4.247948,55.866968,42.5,82.16160067327847,73.53902722177749,20.0
-4.248228,55.866246,41.0,70.97003363879467,73.60999725541627,20.0
-4.248467,55.865622,35.0,123.44480647283255,73.73344206188912,20.0
-4.248894,55.864538,36.0,44.246760212411175,73.77768882210152,20.0
-4.249589,55.864617,33.0,8.220213068805643,73.78590903517033,20.0
-4.249718,55.864632,33.0,18.891168424380652,73.80480020359471,20.0
-4.250016,55.864662,37.0,35.103044277255776,73.83990324787197,20.0
-4.250569,55.86472,37.0,65.63054633435078,73.90553379420632,20.0
-4.251605,55.864822,37.5,0.0,73.90553379420632,20.0
