lon,lat,elev_m,distance_to_next_m,cumulative_distance_km,speed_limit_mph
-3.243694,55.934626,49.0,37.661632187513,4.5743911917857965,20.0
-3.244094,55.934372,49.0,14.854049550929846,4.589245241336727,20.0
-3.244248,55.93427,50.0,22.10752868070482,4.611352770017431,20.0
-3.244483,55.934121,50.0,14.558546618503744,4.625911316635935,20.0
-3.244638,55.934023,50.0,37.16854846036014,4.663079865096295,20.0
-3.245028,55.93377,49.0,39.02143725985208,4.702101302356147,20.0
-3.245464,55.933518,49.0,45.11388509343756,4.7472151874495845,20.0
-3.245983,55.933235,50.0,36.19803474695058,4.783413222196535,20.0
-3.246451,55.933042,50.0,112.97874605133003,4.896391968247865,20.0
-3.248037,55.932549,50.0,57.18080355275902,4.953572771800625,20.0
-3.248847,55.932307,53.0,18.37406997791882,4.971946841778544,20.0
-3.249108,55.93223,53.0,11.794741859219869,4.983741583637764,20.0
-3.249275,55.93218,53.0,26.742996758562498,5.0104845803963265,20.0
-3.249654,55.932067,53.0,22.55405969006487,5.0330386400863905,20.0
-3.249972,55.93197,53.0,55.10571495470603,5.088144355041097,20.0
-3.250747,55.931731,52.0,50.86898268043796,5.139013337721535,20.0
-3.251464,55.931512,53.0,75.91906786120528,5.214932405582739,20.0
-3.252525,55.931176,53.0,64.83285924095259,5.279765264823692,20.0
-3.253432,55.93089,53.0,9.673508655212965,5.289438773478905,20.0
-3.253567,55.930847,53.0,60.37692319872177,5.349815696677626,20.0
-3.254412,55.930581,55.0,25.05336426918747,5.374869060946813,20.0
-3.254764,55.930472,55.0,31.73802330798499,5.406607084254798,20.0
-3.25521,55.930334,54.0,16.144839294226156,5.422751923549025,20.0
-3.255439,55.930266,54.0,37.608003660412216,5.460359927209437,20.0
-3.255968,55.930103,53.0,11.202587054336814,5.471562514263773,20.0
-3.256128,55.930057,53.0,17.885467298500576,5.489447981562274,20.0
-3.256382,55.929982,55.0,20.8760165312757,5.510323998093551,20.0
-3.25669,55.929908,54.5,30.951686916937206,5.541275685010488,20.0
-3.257168,55.929832,54.0,47.78783129011864,5.589063516300606,20.0
-3.25792,55.929747,54.2,71.24512211177235,5.660308638412379,20.0
-3.259058,55.929683,55.0,51.05031532398093,5.71135895373636,20.0
-3.259876,55.929655,56.0,90.15799544351619,5.801516949179876,20.0
-3.261321,55.929609,57.0,17.87085934575606,5.819387808525632,20.0
-3.261601,55.929574,57.0,51.95894716322344,5.8713467556888554,20.0
-3.262427,55.929509,57.0,27.449580240935642,5.898796335929791,20.0
-3.262842,55.929426,57.8,22.8805549593801,5.921676890889171,20.0
-3.263164,55.929327,58.0,17.938932978873975,5.939615823868045,20.0
-3.263403,55.929237,58.2,73.47572248634232,6.013091546354387,20.0
-3.264328,55.928827,61.0,85.50567519308788,6.098597221547475,20.0
-3.265413,55.928356,62.1,52.4130974340554,6.15101031898153,20.0
-3.266059,55.928054,62.5,28.513663088777502,6.179523982070307,20.0
-3.266385,55.927874,62.9,99.18930799305923,6.278713290063367,20.0
-3.267428,55.9272,64.2,42.58919146402758,6.321302481527395,20.0
-3.267925,55.926937,64.9,36.469032472167086,6.357771513999562,20.0
-3.268412,55.926755,65.2,22.477893862810124,6.380249407862372,20.0
-3.268741,55.926672,65.3,47.80953156289268,6.428058939425265,20.0
-3.269466,55.926531,65.3,22.06723153340581,6.45012617095867,20.0
-3.269773,55.926432,66.0,6.452012513602351,6.456578183472273,20.0
-3.269806,55.926377,66.0,12.615943678683543,6.469194127150957,20.0
-3.269922,55.926284,66.6,6.111105049966715,6.475305232200923,20.0
-3.270003,55.926253,66.6,13.17989490949615,6.48848512711042,20.0
-3.270209,55.926226,67.0,22.634542251399658,6.511119669361819,20.0
-3.27057,55.926249,67.0,16.1814845042289,6.527301153866048,20.0
-3.270829,55.926238,66.6,15.971913417555646,6.543273067283605,20.0
-3.27107,55.926189,66.5,115.94337721151825,6.659216444495122,20.0
-3.272748,55.925738,66.5,372.6927970735978,7.03190924156872,20.0
-3.278236,55.924404,69.0,78.18688950391105,7.1100961310726305,20.0
-3.279413,55.92416,69.4,61.49927249622336,7.171595403568854,20.0
-3.28035,55.923986,69.7,19.34531546944099,7.190940719038294,20.0
-3.280583,55.923871,70.0,9.205878301851714,7.200146597340146,20.0
-3.280659,55.9238,70.0,13.160866488982087,7.213307463829128,20.0
-3.280806,55.923715,70.0,9.164624255550958,7.222472088084679,20.0
-3.28094,55.923681,70.0,9.724858887727825,7.232196946972407,20.0
-3.281096,55.923678,70.0,24.310148140491954,7.256507095112899,20.0
-3.281475,55.92373,70.0,14.579109008837916,7.271086204121737,20.0
-3.281709,55.923729,70.3,14.702998103582761,7.28578920222532,20.0
-3.281942,55.923708,70.4,147.98459775691634,7.433773799982236,20.0
-3.284208,55.923309,70.8,234.91175295101746,7.668685552933254,20.0
-3.287888,55.922849,71.0,43.896232598139896,7.712581785531395,20.0
-3.288574,55.922759,72.0,47.03515895690719,7.759616944488302,20.0
-3.289301,55.922645,73.5,89.38304334338947,7.848999987831691,20.0
-3.290651,55.922373,73.7,11.306753753711227,7.860306741585402,20.0
-3.290808,55.922322,73.6,8.80867976497012,7.869115421350372,20.0
-3.290908,55.922266,75.0,10.740732704124355,7.879856154054497,20.0
-3.290975,55.922177,75.0,8.989441631922958,7.88884559568642,20.0
-3.291044,55.922106,75.0,10.476545914826692,7.899322141601247,20.0
-3.291164,55.92204,75.0,10.129241871568631,7.909451383472815,20.0
-3.291323,55.922021,75.0,7.455017908109083,7.916906401380924,20.0
-3.291442,55.922028,75.0,13.642499437697694,7.930548900818621,20.0
-3.291649,55.922068,75.0,18.61469628200528,7.949163597100626,20.0
-3.291947,55.92208,74.3,14.731590786834683,7.963895187887461,20.0
-3.292181,55.922061,74.4,201.89645044698221,8.165791638334444,20.0
-3.295235,55.921454,75.9,116.66385984035477,8.282455498174798,20.0
-3.297007,55.921115,76.8,33.99186830197129,8.31644736647677,20.0
-3.29753,55.921028,76.8,97.81829190554262,8.414265658382314,20.0
-3.299055,55.920819,75.5,38.69200611084652,8.45295766449316,20.0
-3.299667,55.92076,75.4,56.79952036675562,8.509757184859916,20.0
-3.300558,55.920652,75.2,30.24810480736198,8.54000528966728,20.0
-3.301022,55.920572,75.2,21.354311215351238,8.56135960088263,20.0
-3.301339,55.920499,75.0,21.60539031029802,8.582964991192927,20.0
-3.301655,55.920419,75.0,19.206249143369387,8.602171240336299,20.0
-3.301917,55.920328,76.0,28.93468562081157,8.63110592595711,20.0
-3.302314,55.920193,76.0,33.80525737656527,8.664911183333675,20.0
-3.302765,55.920024,76.1,18.841008092086323,8.68375219142576,20.0
-3.302998,55.919916,76.1,15.238051369936382,8.698990242795698,20.0
-3.303153,55.91981,76.1,19.170886264721318,8.71816112906042,20.0
-3.303284,55.919654,76.0,9.35719272275015,8.727518321783169,20.0
-3.303293,55.91957,76.0,15.667103341365966,8.743185425124535,20.0
-3.303376,55.919437,76.7,15.169381947425546,8.75835480707196,20.0
-3.303515,55.919325,77.0,23.04544725305183,8.781400254325012,20.0
-3.303781,55.919181,75.8,13.847161981641618,8.795247416306653,20.0
-3.303966,55.919112,75.0,17.307686087780084,8.812555102394434,20.0
-3.30422,55.919049,75.0,13.72133858993973,8.826276440984373,20.0
-3.304437,55.919028,75.0,12.7442879971247,8.839020728981497,20.0
-3.30464,55.919042,75.0,12.738139517191764,8.85175886849869,20.0
-3.304828,55.919087,76.1,11.946586149841316,8.86370545464853,20.0
-3.304982,55.919151,76.3,16.416635968175203,8.880122090616705,20.0
-3.305125,55.919275,76.3,10.607236099649317,8.890729326716356,20.0
-3.30517,55.919367,77.0,12.124250398605724,8.90285357711496,20.0
-3.305175,55.919476,77.0,25.265466933084266,8.928119044048044,20.0
-3.305243,55.9197,77.2,18.74440655411551,8.946863450602159,20.0
-3.305357,55.919856,77.3,93.76640879552136,9.040629859397681,20.0
-3.306217,55.920548,78.0,129.05649443564835,9.16968635383333,20.0
-3.307412,55.921496,74.7,44.80240207136164,9.214488755904691,20.0
-3.307867,55.921808,69.0,88.28348019726303,9.302772236101953,20.0
-3.308972,55.922305,65.3,26.82196545737983,9.329594201559333,20.0
-3.30932,55.922447,65.0,47.640984329441295,9.377235185888773,20.0
-3.309974,55.922669,62.0,54.27948978159737,9.431514675670371,20.0
-3.310763,55.922876,60.8,23.618993052551318,9.45513366872292,20.0
-3.311117,55.922952,60.5,20.583129606790962,9.475716798329714,20.0
-3.311433,55.923006,60.2,43.000715257812075,9.518717513587525,20.0
-3.312109,55.923084,59.7,37.64482430282702,9.556362337890352,20.0
-3.312711,55.923113,59.1,45.11235513477657,9.60147469302513,20.0
-3.313435,55.923107,58.9,44.517411643284056,9.645992104668414,20.0
-3.314143,55.923053,58.6,22.471162806877167,9.668463267475293,20.0
-3.314492,55.923002,58.6,26.30377220248528,9.694767039677778,20.0
-3.314893,55.922928,58.7,46.61292770503803,9.741379967382816,20.0
-3.31558,55.922762,58.9,56.20477822359234,9.79758474560641,20.0
-3.316362,55.92251,59.3,53.109937205366535,9.850694682811776,20.0
-3.31707,55.922244,59.1,218.7836367667603,10.069478319578536,30.0
-3.319861,55.92105,62.0,64.3114492598376,10.133789768838374,30.0
-3.32068,55.920698,65.5,106.20810560201039,10.239997874440386,30.0
-3.322104,55.920173,65.0,76.81128225822597,10.31680915669861,30.0
-3.323187,55.919843,68.7,83.95590548657816,10.40076506218519,30.0
-3.324414,55.919531,67.2,95.1570947646667,10.495922156949856,30.0
-3.325854,55.919246,67.1,80.00002415066153,10.57592218110052,30.0
-3.327098,55.919068,68.0,85.5731639330442,10.661495345033563,30.0
-3.328451,55.918936,68.0,70.842084048266,10.73233742908183,30.0
-3.329582,55.918871,67.7,82.95123966477725,10.815288668746607,30.0
-3.330913,55.918856,67.2,74.65460577710688,10.889943274523713,30.0
-3.33211,55.918885,67.6,80.43577518100074,10.970379049704714,30.0
-3.333389,55.918983,67.4,56.2690880648136,11.026648137769527,30.0
-3.334276,55.919078,66.8,120.2376282508458,11.146885766020374,30.0
-3.336134,55.91937,64.5,65.25886944775053,11.212144635468125,30.0
-3.337112,55.91958,64.6,58.60820206913155,11.270752837537257,30.0
-3.33797,55.919796,65.6,56.468527051509156,11.327221364588766,30.0
-3.338778,55.920026,67.6,84.58058349999145,11.411801948088758,30.0
-3.339937,55.920422,69.1,48.95196527863978,11.460753913367398,30.0
-3.340571,55.920682,69.9,86.48631494042486,11.547240228307823,30.0
-3.341659,55.921165,71.2,68.21421646764988,11.615454444775473,30.0
-3.342462,55.921582,71.0,75.02656988259733,11.690481014658069,30.0
-3.343301,55.922066,70.3,164.6300023713713,11.855111017029442,30.0
-3.344974,55.923212,66.4,126.09491461259222,11.981205931642034,30.0
-3.346172,55.924126,63.1,226.0646978425812,12.207270629484615,40.0
-3.348277,55.925782,62.5,108.72812014429488,12.31599874962891,40.0
-3.34932,55.926566,61.5,80.14716453376099,12.396145914162672,40.0
-3.350164,55.92711,58.6,77.7577333245259,12.473903647487198,40.0
-3.351051,55.927602,57.4,68.54670970884123,12.542450357196037,40.0
-3.351879,55.928008,58.5,42.42942701556058,12.584879784211598,40.0
-3.352417,55.928242,58.8,58.59183408733923,12.643471618298937,40.0
-3.353189,55.928543,60.7,45.09628073122602,12.688567899030163,40.0
-3.353796,55.928764,60.8,69.7898034115706,12.758357702441735,40.0
-3.354782,55.929062,61.7,62.85665643236296,12.821214358874098,40.0
-3.355687,55.929312,61.1,58.412927448389674,12.879627286322487,40.0
-3.356557,55.929508,61.2,55.85783021444221,12.93548511653693,40.0
-3.357407,55.929668,60.4,69.01682699024461,13.004501943527174,50.0
-3.35847,55.929843,60.1,67.15745383654541,13.07165939736372,50.0
-3.359524,55.92997,58.9,117.35188087908814,13.189011278242807,50.0
-3.361388,55.930123,58.9,165.39202541639477,13.354403303659202,50.0
-3.364032,55.930259,54.0,275.53363424955046,13.629936937908752,50.0
-3.368444,55.930436,55.7,105.52729265518101,13.735464230563933,50.0
-3.370138,55.930446,54.9,71.07550792978667,13.80653973849372,50.0
-3.371277,55.930408,54.6,89.94780006618493,13.896487538559906,50.0
-3.372709,55.930304,54.6,180.75912704641593,14.077246665606323,70.0
-3.375572,55.930039,60.5,93.21850576594659,14.17046517137227,70.0
-3.377044,55.929888,62.2,94.81231988300866,14.265277491255278,70.0
-3.378529,55.929701,64.5,70.42329343095723,14.335700784686235,70.0
-3.37962,55.929535,66.4,62.090258872815646,14.39779104355905,70.0
-3.38057,55.929366,68.0,61.2170191421506,14.4590080627012,70.0
-3.381493,55.929177,71.8,64.22375613600761,14.523231818837207,70.0
-3.382447,55.928958,73.3,72.96379624979916,14.596195615087007,70.0
-3.383485,55.928654,74.4,27.397115908480114,14.623592730995487,70.0
-3.383864,55.928529,74.5,61.003866389856356,14.684596597385342,70.0
-3.384678,55.928224,75.0,121.08502423835071,14.805681621623693,70.0
-3.386314,55.927636,78.0,27.129690690856133,14.832811312314549,70.0
-3.386688,55.927511,85.0,47.211101662320964,14.880022413976869,70.0
-3.387334,55.927289,83.2,60.932679830798975,14.940955093807668,70.0
-3.388195,55.927029,84.2,87.50117144949516,15.028456265257164,70.0
-3.389475,55.926705,86.0,83.61847647603969,15.112074741733204,70.0
-3.390739,55.926452,87.5,63.739204168108536,15.175813945901313,70.0
-3.391726,55.926301,89.5,45.55645347138273,15.221370399372695,70.0
-3.392439,55.92621,91.1,77.31590267645718,15.298686302049152,70.0
-3.393665,55.926102,92.7,72.5941364288369,15.37128043847799,70.0
-3.394825,55.92604,92.7,140.15711023191477,15.511437548709905,70.0
-3.397074,55.926007,92.6,256.858329500909,15.768295878210813,70.0
-3.401197,55.925998,84.0,40.683305587307295,15.808979183798119,70.0
-3.40185,55.925994,83.0,109.56182452854578,15.918541008326665,70.0
-3.403608,55.925967,81.0,190.56236995380263,16.10910337828047,70.0
-3.406661,55.925861,78.0,81.13846402466542,16.190241842305134,70.0
-3.407959,55.925801,75.0,112.98589944665035,16.303227741751783,70.0
-3.409765,55.925708,75.0,291.52540083475856,16.59475314258654,70.0
-3.414407,55.925377,69.0,37.1844311454277,16.631937573731967,70.0
-3.415,55.925339,69.0,251.00680620273852,16.882944379934706,70.0
-3.419002,55.925078,68.0,72.6057164028491,16.955550096337557,70.0
-3.420164,55.925028,68.0,153.7491931871119,17.109299289524667,70.0
-3.422631,55.924991,71.0,72.4669393057138,17.18176622883038,70.0
-3.423792,55.925031,66.9,96.24921027673555,17.278015439107115,70.0
-3.425327,55.925129,64.5,85.9565179876992,17.363971957094815,70.0
-3.42669,55.925249,63.0,41.8396479685204,17.405811605063334,70.0
-3.427347,55.925327,59.0,91.29080791311641,17.497102412976453,70.0
-3.428773,55.925516,54.0,68.21701889226901,17.56531943186872,70.0
-3.429832,55.925672,54.0,283.58250963436416,17.848901941503087,70.0
-3.434186,55.926416,57.0,78.06493094786283,17.926966872450947,70.0
-3.4354,55.92659,58.7,134.1899733209655,18.06115684577191,70.0
-3.437511,55.92683,58.7,163.03511706920082,18.22419196284111,70.0
-3.44012,55.926945,62.0,171.51047140834729,18.395702434249458,70.0
-3.442873,55.926931,61.5,141.6371509186982,18.537339585168155,70.0
-3.445133,55.926792,62.8,128.18130449539228,18.665520889663547,70.0
-3.447167,55.926618,64.7,92.5071300161571,18.758028019679706,70.0
-3.448601,55.926402,65.0,173.03099610597855,18.931059015785685,70.0
-3.451251,55.925936,67.0,182.17196139971895,19.113230977185406,70.0
-3.453913,55.925258,71.0,264.48659410603796,19.377717571291445,70.0
-3.457663,55.924143,78.0,20.329747109826656,19.39804731840127,70.0
-3.45795,55.924056,78.0,247.40838672857632,19.645455705129848,70.0
-3.461509,55.923069,82.5,234.90789817430868,19.880363603304154,70.0
-3.464986,55.922252,86.0,54.81925208740067,19.935182855391556,70.0
-3.465817,55.92209,87.0,90.1016644489032,20.025284519840458,70.0
-3.467183,55.921824,87.0,284.68206227009324,20.30996658211055,70.0
-3.471577,55.921122,92.0,157.36579253003248,20.467332374640584,70.0
-3.474058,55.920857,93.0,194.99875900778355,20.66233113364837,70.0
-3.477139,55.920549,100.0,163.40188193010354,20.825733015578468,70.0
-3.479748,55.9204,101.0,248.5293137128701,21.074262329291336,70.0
-3.483731,55.92028,106.0,454.1257466084367,21.528388075899773,70.0
-3.491019,55.920235,107.5,110.73915368495078,21.639127229584723,70.0
-3.492795,55.920197,108.8,109.4630364646471,21.74859026604937,70.0
-3.494546,55.920117,110.9,126.74166583103211,21.875331931880403,70.0
-3.496569,55.919998,113.3,129.70717652275874,22.00503910840316,70.0
-3.498629,55.91983,113.3,242.34655563518893,22.24738566403835,70.0
-3.502442,55.9194,119.0,178.21112799350746,22.425596792031858,70.0
-3.505186,55.918948,120.0,23.371215459617858,22.448968007491477,70.0
-3.505546,55.918889,120.0,33.63193640909722,22.48259994390057,70.0
-3.506064,55.918804,120.0,217.7046609855535,22.700304604886124,70.0
-3.509369,55.918169,123.0,266.31467381070604,22.966619278696832,70.0
-3.513339,55.917282,127.0,53.8215231629839,23.020440801859817,70.0
-3.514151,55.917117,127.3,121.33941999121636,23.141780221851032,70.0
-3.516011,55.916794,128.0,81.0006758344802,23.222780897685514,70.0
-3.517275,55.916624,130.5,67.13802361110957,23.28991892129662,70.0
-3.518332,55.916507,130.4,67.26494581290702,23.35718386710953,70.0
-3.519396,55.916405,131.5,98.73532794856101,23.45591919505809,70.0
-3.520971,55.916308,133.2,86.58445905274715,23.54250365411084,70.0
-3.522359,55.916272,136.3,101.51259665451357,23.64401625076535,70.0
-3.523988,55.916265,138.1,97.22255433309472,23.741238805098444,70.0
-3.525545,55.916321,139.0,97.06306292325331,23.8383018680217,70.0
-3.527093,55.916418,140.1,108.4236457351412,23.94672551375684,70.0
-3.528806,55.916589,141.7,237.93381902443846,24.184659332781276,70.0
-3.532513,55.917102,152.0,67.95330472457454,24.25261263750585,70.0
-3.533583,55.91722,157.0,90.72882298356247,24.343341460489412,70.0
-3.535025,55.917333,161.4,64.66910506203503,24.40801056555145,70.0
-3.536058,55.917389,163.8,64.39269635203884,24.472403261903487,70.0
-3.53709,55.917419,166.4,102.37921525792954,24.574782477161417,70.0
-3.538733,55.917417,168.4,68.13794254509166,24.64292041970651,70.0
-3.539825,55.917385,171.0,63.986895160443694,24.706907314866953,70.0
-3.540847,55.917329,177.2,93.16946295222931,24.80007677781918,70.0
-3.542326,55.917206,177.6,147.2712258220709,24.947348003641252,70.0
-3.544636,55.916926,177.0,90.87157735899929,25.038219581000252,70.0
-3.54603,55.916686,181.8,92.48338171274344,25.130702962712995,70.0
-3.547423,55.916399,183.5,37.44284243852542,25.16814580515152,70.0
-3.547967,55.916256,185.0,116.12158346798657,25.284267388619508,70.0
-3.549657,55.915816,184.2,44.361232042268156,25.328628620661778,70.0
-3.550282,55.915625,182.7,77.61059243165634,25.406239213093436,70.0
-3.551349,55.915265,182.5,156.2712214248256,25.56251043451826,70.0
-3.553412,55.914466,183.5,147.47646416684069,25.7099868986851,70.0
-3.555279,55.913651,186.0,138.33094379158376,25.848317842476686,70.0
-3.557062,55.91291,186.9,116.43553460161884,25.964753377078306,70.0
-3.558538,55.912268,185.9,622.2681532635403,26.587021530341843,70.0
-3.566377,55.908802,180.0,1722.9684955232601,28.309990025865105,70.0
-3.58819,55.899285,164.0,214.83899736671455,28.524829023231817,70.0
-3.590868,55.898069,158.0,146.63553579748094,28.6714645590293,70.0
-3.592634,55.897198,155.7,149.71500399719264,28.821179563026494,70.0
-3.594394,55.896282,153.0,266.92006525730847,29.088099628283803,70.0
-3.597404,55.894575,149.0,33.91979577982114,29.122019424063623,70.0
-3.597779,55.894354,149.0,129.77298345466778,29.251792407518288,70.0
-3.599274,55.893542,146.0,499.26129100146187,29.75105369851975,70.0
